method,C,rho,inner_fold,n,BA,Brier,MCC,accuracy,predicted_up,constant,seed,symbol,fold
B1,1.0,1.0,2,240,0.6346153846153846,0.26280865934910363,0.2694286741581301,0.6375,0.5458333333333333,False,573,AAPL,0
B2,0.01,0.0,0,241,0.647883414295628,0.22920698947135526,0.29466466419305687,0.6473029045643154,0.5062240663900415,False,573,AAPL,0
B2,0.01,0.1,0,241,0.6713393476752255,0.2290269143351527,0.34173141310881916,0.6680497925311203,0.47717842323651455,False,573,AAPL,0
B2,0.01,1.0,0,241,0.5864330326162388,0.23989425431862238,0.17274622739122353,0.5892116182572614,0.5394190871369294,False,573,AAPL,0
B2,0.1,0.0,0,241,0.6638792505204719,0.22725524708788056,0.32664963836380134,0.6639004149377593,0.5145228215767634,False,573,AAPL,0
B2,0.1,0.1,0,241,0.656974323386537,0.22771459358826202,0.31275718650990936,0.6556016597510373,0.4979253112033195,False,573,AAPL,0
B2,0.1,1.0,0,241,0.6113462873004858,0.2598063131725674,0.22186271876947902,0.6099585062240664,0.49377593360995853,False,573,AAPL,0
B2,1.0,0.0,0,241,0.6447952810548231,0.2579628150831058,0.28851141334529007,0.6431535269709544,0.49377593360995853,False,573,AAPL,0
B2,1.0,0.1,0,241,0.6591603053435114,0.2583355660197405,0.3175721897107407,0.6556016597510373,0.4730290456431535,False,573,AAPL,0
B2,1.0,1.0,0,241,0.5869882026370576,0.311183445865006,0.17338781354606184,0.5850622406639004,0.4854771784232365,False,573,AAPL,0
B2,0.01,0.0,1,241,0.6345460845460845,0.23161196001357562,0.2683678281575973,0.6348547717842323,0.5145228215767634,False,573,AAPL,0
B2,0.01,0.1,1,241,0.6454261954261954,0.23084699235072437,0.2906711555720332,0.6473029045643154,0.5352697095435685,False,573,AAPL,0
B2,0.01,1.0,1,241,0.6191614691614691,0.2310967795718596,0.2375831860831205,0.6182572614107884,0.4979253112033195,False,573,AAPL,0
B2,0.1,0.0,1,241,0.6492723492723493,0.23203225730772611,0.29854469854469856,0.6514522821576764,0.5394190871369294,False,573,AAPL,0
B2,0.1,0.1,1,241,0.6454261954261954,0.2287763886593162,0.2906711555720332,0.6473029045643154,0.5352697095435685,False,573,AAPL,0
B2,0.1,1.0,1,241,0.6397089397089397,0.24942447206594956,0.27855056885348706,0.6390041493775933,0.5020746887966805,False,573,AAPL,0
B2,1.0,0.0,1,241,0.6467428967428968,0.25651104208068426,0.29277652244912405,0.6473029045643154,0.5186721991701245,False,573,AAPL,0
B2,1.0,0.1,1,241,0.6345460845460845,0.26024984016486874,0.2683678281575973,0.6348547717842323,0.5145228215767634,False,573,AAPL,0
B2,1.0,1.0,1,241,0.6397089397089397,0.29549093633042,0.27855056885348706,0.6390041493775933,0.5020746887966805,False,573,AAPL,0
B2,0.01,0.0,2,240,0.6503496503496504,0.23285506397711914,0.29969501411770233,0.65,0.5083333333333333,False,573,AAPL,0
B2,0.01,0.1,2,240,0.6580419580419581,0.23338119259646356,0.31515962778088835,0.6583333333333333,0.5166666666666667,False,573,AAPL,0
B2,0.01,1.0,2,240,0.5951048951048952,0.24433206063445106,0.1899708164137615,0.5916666666666667,0.4666666666666667,False,573,AAPL,0
B2,0.1,0.0,2,240,0.6402097902097903,0.23081468470522187,0.28301422635142554,0.6458333333333334,0.5791666666666667,False,573,AAPL,0
B2,0.1,0.1,2,240,0.6216783216783217,0.2321118132804245,0.2437319044019946,0.625,0.55,False,573,AAPL,0
B2,0.1,1.0,2,240,0.6290209790209791,0.25880988288364115,0.2572248133950982,0.6291666666666667,0.5125,False,573,AAPL,0
B2,1.0,0.0,2,240,0.6255244755244755,0.25979104439230294,0.25165682931406247,0.6291666666666667,0.5541666666666667,False,573,AAPL,0
B2,1.0,0.1,2,240,0.6346153846153846,0.26129284516023543,0.2694286741581301,0.6375,0.5458333333333333,False,573,AAPL,0
B2,1.0,1.0,2,240,0.6468531468531469,0.2898352736504741,0.29415919496792453,0.65,0.55,False,573,AAPL,0
A1,0.01,0.0,0,241,0.5,0.24959610995629,0.0,0.5435684647302904,1.0,True,573,AAPL,1
A1,0.1,0.0,0,241,0.5,0.24712074171917386,0.0,0.5435684647302904,1.0,True,573,AAPL,1
A1,1.0,0.0,0,241,0.6174878556557946,0.2351079078150741,0.25781482583332704,0.6348547717842323,0.7095435684647303,False,573,AAPL,1
A1,0.01,0.0,1,241,0.49615384615384617,0.24847199243551482,-0.05964639392027239,0.5352697095435685,0.995850622406639,False,573,AAPL,1
A1,0.1,0.0,1,241,0.49230769230769234,0.2481676173138426,-0.08452902518739344,0.5311203319502075,0.991701244813278,False,573,AAPL,1
A1,1.0,0.0,1,241,0.5673250173250173,0.23912618978969447,0.15122605495166094,0.5850622406639004,0.7302904564315352,False,573,AAPL,1
A1,0.01,0.0,2,240,0.5045454545454545,0.2476814696643507,0.07031959861254933,0.5458333333333333,0.9958333333333333,False,573,AAPL,1
A1,0.1,0.0,2,240,0.5045454545454545,0.24635765984069408,0.07031959861254933,0.5458333333333333,0.9958333333333333,False,573,AAPL,1
